ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	卡牌8	卡牌9	卡牌10	剧情对话头像	声效	偏将加成	空行
36	程普	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist		3	2	30001	程普，吳國三代老臣，天性樂於施予，喜愛結交士大夫。當孫堅和袁紹對立時，與黃蓋，韓當一起和袁紹手下大將顏良、文醜對峙。	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
37	孫魯班	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist		3	2	30004	步練師和孫權的女兒，嫁周瑜的兒子周循。個性彪悍，為人小氣，重臣皆不喜與之來往。	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png												sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
38	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist		3	2	30001	兒時讀書期間和孫權相交甚篤。呂蒙之後，朱然接替他鎮守江陵，曹真、夏侯尚、張郃等魏將領重兵圍攻江陵六月之久，終攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png												sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
39	淩操	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist		3	2	30001	淩操為人俠義有膽氣，孫策鋒起淮南時，淩操多從征伐，常登先冠於軍中，履行先鋒之務。	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
40	關平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist		4	1	30001	關平冷靜沉著，數次勸阻其父衝動之舉。且他武勇過人，不遜乃父關羽，曾與龐德大戰30回合不分勝負。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png												sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
41	魏延	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist		4	1	30001	魏延雁橋之戰中生擒劉璋麾下名將張任，受到劉備的讚賞和重用。劉備稱王後，破格提拔魏延為漢中都督、漢中太守。	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
42	張苞	88	43	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist		4	1	30001	張苞使用父親的家傳蛇矛為兵器，他和他父親一樣勇猛，剽悍。諸葛亮六出祁山期間，立下赫赫戰功。	2	ArmyFormation/gouxingzhen.tmx	40017	2000	heroHead/50012.png	heroCard/40012.png												sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
43	法正	51	98	71	1	85	400	300	liubei_plist	50	moyun_plist		4	1	30003	法正原是劉璋部下，後投靠劉備。他善於奇謀，被陳壽稱讚為蜀國的程昱和郭嘉，在劉備進取漢中時，獻計將曹操大將夏侯淵斬首。	1	ArmyFormation/changshezhen.tmx	40018	2000	heroHead/50013.png	heroCard/40013.png												sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
44	關興	89	61	62	1	95	140	300	zhaoyun_plist	50	ziyun_plist		4	1	30001	關興跟隨劉備參與伐吳的戰役，拜為龍驤將軍。為報父仇，血拼吳國猛將潘璋，奪回青龍偃月刀。	4	ArmyFormation/yanxingzhen.tmx	40022	500	heroHead/50017.png	heroCard/40017.png												sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
45	鮑三娘	83	68	59	1	85	400	300	huangyueyin_plist	50	mozhua_plist		4	1	30002	關索的妻子，得到關羽親自傳授武藝，諸葛亮平定南蠻後，一直和關索一起鎮守南中。	1	ArmyFormation/changshezhen.tmx	40023	500	heroHead/50018.png	heroCard/40018.png												sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
46	周倉	90	43	63	1	100	140	300	ganling_plist	50	ziyun_plist		4	1	30001	周倉，本是黃巾出身，一心想求明主。關羽千裏走單騎時，被關羽收服。周倉作為關羽的貼身侍衛，終生追隨左右。	2	ArmyFormation/gouxingzhen.tmx	40024	500	heroHead/50079.png	heroCard/40079.png											Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
47	關索	90	59	68	1	100	140	300	xiahoudun_plist	50	ziyun_plist		4	1	30001	關羽三子，自少俠義，能文會武。鮑家莊大敗兩夥強人，為取赤龍鱗甲，比武招親勝鮑三娘。後同鮑三娘跟隨諸葛亮征討南蠻。	6	ArmyFormation/zhuixingzhen.tmx	40025	500	heroHead/50020.png	heroCard/40020.png												sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
48	夏侯霸	88	41	67	1	100	140	300	dongzuo_plist	50	ziyun_plist		4	1	30001	魏國名將夏侯淵之子，後棄魏投蜀。夏侯霸的妹妹是張飛的妻子，生有一女為劉禪皇后。大器晚成，依不辱大將之名。	6	ArmyFormation/zhuixingzhen.tmx	40026	500	heroHead/50021.png	heroCard/40021.png												sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
49	嚴顏	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist		4	1	30001	嚴顏曾為江州太守，後江州被破後，張飛義赦嚴顏。白髮居西蜀，清名震大邦。忠心如皎日，浩氣卷長江。	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png												sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
50	孟獲	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist		4	4	30001	南中一帶少數民族的首領，被諸葛亮七擒七縱，最終折服，手下有最強步兵之一藤甲兵。	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png												sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
51	袁紹	78	54	58	1	95	140	300	xiahoudun_plist	50	ziyun_plist		4	4	30001	袁紹出身四世三公，討伐董卓時是十八路聯軍的統帥。原本是個養尊處優的公子哥，後南征北戰，在界橋大敗公孫瓚，名動天下。	5	ArmyFormation/heyizhen.tmx	40033	2000	heroHead/50031.png	heroCard/40031.png												sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
52	華雄	94	58	62	1	100	140	300	zhaoyun_plist	50	ziyun_plist		4	4	30001	董卓手下的心腹大將，汜水關抵擋十八路諸侯聯軍的進攻，連斬俞涉、潘鳳兩員大將。	6	ArmyFormation/zhuixingzhen.tmx	40034	2000	heroHead/50032.png	heroCard/40032.png											Dialogue/huaxiong.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
53	顏良	93	59	65	1	100	140	300	dongzuo_plist	50	ziyun_plist		4	4	30001	自小和文醜一起長大，河北名將，深受袁紹的喜愛。可惜白馬一戰終究不敵武聖關羽。	2	ArmyFormation/gouxingzhen.tmx	40035	2000	heroHead/50033.png	heroCard/40033.png												sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
54	文醜	94	57	67	1	100	140	300	ganling_plist	50	ziyun_plist		4	4	30001	河北名將，擁有凡人不能比擬的勇武，同顏良有著極其過硬的交情。後同顏良一起敗給武聖關羽。	6	ArmyFormation/zhuixingzhen.tmx	40036	2000	heroHead/50034.png	heroCard/40034.png												sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
55	真•黃忠	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist		4	4	30003	呂布第一謀臣，引領呂布進入兗州為主，一時之間兗州數郡郡守皆回應起事，曾數度擊敗曹操。	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png												sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
56	公孫瓚	75	61	61	1	95	140	300	xiahoudun_plist	50	ziyun_plist		4	4	30001	公孫瓚和劉備皆師從盧植，在幽州時領三千騎兵破張純，威震塞外，後黃巾之亂領三萬精兵，斬首三萬，俘虜七萬。	5	ArmyFormation/heyizhen.tmx	40043	500	heroHead/50041.png	heroCard/40041.png												sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
57	高順	84	57	88	1	100	140	300	zhaoyun_plist	50	ziyun_plist		4	4	30001	高順為人清白有威嚴，率領呂布最強兵“陷陣營”。下邳城前獨鬥夏侯惇三十餘合，一直忠於呂布終生不叛。	2	ArmyFormation/gouxingzhen.tmx	40044	500	heroHead/50036.png	heroCard/40036.png											Dialogue/gaoshun.png	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
58	李儒	44	93	69	1	85	400	400	sunquan_plist	50	moyun_plist		4	4	30003	董卓的首席謀士，為董卓收降呂布。十八路諸侯討伐董卓時，獻計策，在滎陽大敗曹操。	1	ArmyFormation/changshezhen.tmx	40045	500	heroHead/50043.png	heroCard/40043.png											Dialogue/liru.png	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
59	張任	79	57	54	1	100	400	300	sunquan_plist	50	mozhua_plist		4	4	30002	童淵的大弟子，深得童淵絕技百鳥朝鳳槍。侍奉劉璋，守衛成都，射殺龐統於落鳳坡。後劉璋投降，志節不改，終不降。	6	ArmyFormation/zhuixingzhen.tmx	40046	500	heroHead/50044.png	heroCard/40044.png												sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
60	典韋	99	58	72	1	100	140	300	dongzuo_plist	50	ziyun_plist		4	3	30001	曹操的貼身侍衛，濮陽戰呂布十數回合不分勝負，天生膂力過人，追隨夏侯惇多有立功。	6	ArmyFormation/zhuixingzhen.tmx	40052	5000	heroHead/50050.png	heroCard/40050.png												sound/skillRelasebefor/dianwei/dianwei.mp3	0.1	
61	許褚	98	57	74	1	100	140	300	ganling_plist	50	ziyun_plist		4	3	30001	潼關前，怒目圓睜嚇退馬超，曹操贊：“此吾樊噲也。”。當曹操去世時許褚哭至吐血。	2	ArmyFormation/gouxingzhen.tmx	40053	5000	heroHead/50051.png	heroCard/40051.png												sound/skillRelasebefor/xuchu/xuchu.mp3	0.1	
62	曹彰	89	44	58	1	100	140	300	xiahoudun_plist	50	ziyun_plist		4	3	30001	曹操長子，武藝壯猛，有將領之氣。征烏桓，嚇的烏桓首領軻比能臣服，威震塞外。	6	ArmyFormation/zhuixingzhen.tmx	40056	2000	heroHead/50054.png	heroCard/40054.png												sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
63	龐德	92	63	68	1	100	140	300	zhaoyun_plist	50	ziyun_plist		4	3	30001	龐德每次出征常衝鋒陷陣，勇冠涼州三軍。投靠曹操後，與關羽大戰，射中關羽前額。	6	ArmyFormation/zhuixingzhen.tmx	40060	2000	heroHead/50058.png	heroCard/40058.png												sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
64	張郃	91	59	61	1	100	140	300	dongzuo_plist	50	ziyun_plist		4	3	30001	張郃以前跟隨袁紹，後追隨曹操。張郃披肩甲、執利器，攻無不克，街亭之戰，大顯神威，殺得馬謖丟盔卸甲。	6	ArmyFormation/zhuixingzhen.tmx	40065	500	heroHead/50063.png	heroCard/40063.png												sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
65	徐晃	92	65	62	1	95	140	300	ganling_plist	50	ziyun_plist		4	3	30001	徐晃，魏國名將，有周亞夫之美譽。官渡之戰，由荀攸舉薦，帶精兵火燒官渡糧草，直接導致袁紹的失敗。	2	ArmyFormation/heyizhen.tmx	40066	500	heroHead/50064.png	heroCard/40064.png												sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
66	於禁	93	64	67	1	95	140	300	xiahoudun_plist	50	ziyun_plist		4	3	30001	於禁早年就跟隨曹操。曹操每次征伐，於禁不是用為行軍前鋒，就是用為後拒。可惜晚節不保，關羽水淹七軍時，投降蜀漢。	3	ArmyFormation/yanxingzhen.tmx	40068	500	heroHead/50066.png	heroCard/40066.png												sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
67	周泰	89	57	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist		4	2	30001	周泰最初和蔣欽一同在江中劫掠為生，後歸順孫策，並助孫策攻劉繇營寨，所向披靡。曾為救主，身受賊傷二十餘處。	6	ArmyFormation/zhuixingzhen.tmx	40075	2000	heroHead/50075.png	heroCard/40075.png											Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
68	淩統	90	68	69	1	95	400	300	chaochao_plist	50	mozhua_plist		4	2	30002	吳國淩統，合肥之戰，為孫權斷後，力戰到孫權離開。淩統親待賢人，接近士人，輕財重義，被譽為有國士之風。	3	ArmyFormation/yanxingzhen.tmx	40076	2000	heroHead/50076.png	heroCard/40076.png												sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
69	黃蓋	89	69	71	1	100	140	300	dongzuo_plist	50	ziyun_plist		4	2	30001	黃蓋為人嚴肅，善於訓練士卒，是為江東元勳。赤壁之戰，獻策苦肉計，點燃曹軍軍營第一把火。	2	ArmyFormation/gouxingzhen.tmx	40078	2000	heroHead/50078.png	heroCard/40078.png												sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
70	魯肅	48	95	84	1	85	400	300	chaochao_plist	50	moyun_plist		4	2	30003	魯肅土豪之家，周瑜任居巢長時，借出家中一半糧草，後投靠吳國後，為吳蜀合縱起到至關重要的作用。	1	ArmyFormation/changshezhen.tmx	40079	2000	heroHead/50010.png	heroCard/40010.png												sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
71	虞翻	43	88	57	1	85	400	400	zhouyu_plist	50	moyun_plist		4	2	30003	虞翻性情疏直，多次犯顏諫爭，且性多不協俗，屢使孫權大怒，多虧諸葛瑾求情免禍。	1	ArmyFormation/changshezhen.tmx	40085	500	heroHead/50085.png	heroCard/40085.png												sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
72	諸葛瑾	47	94	59	1	95	400	300	zhouyu_plist	50	mozhua_plist		4	2	30002	諸葛瑾是諸葛亮之兄。江東重臣，諸葛瑾促成猇亭之役以後的吳、蜀言歸於好。	3	ArmyFormation/yanxingzhen.tmx	40086	500	heroHead/50086.png	heroCard/40086.png												sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
73	潘璋	88	52	75	1	100	140	300	ganling_plist	50	ziyun_plist		4	2	30001	潘璋為人粗猛，禁令肅然。荊州之戰，追隨呂蒙，擒殺關羽父子於麥城。	6	ArmyFormation/zhuixingzhen.tmx	40087	500	heroHead/50087.png	heroCard/40087.png												sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
74	劉備	95	89	98	1	95	140	300	liubei_plist	50	ziyun_plist		5	1	30001	曾在市賣草鞋，一日崛起為帝王。劉備，蜀漢政權的建立者，三國亂世眾多英雄的佼佼者，知人待士，百折不撓的真人傑。	2	ArmyFormation/heyizhen.tmx	40007	5000	heroHead/50001.png	heroCard/40001.png											Dialogue/liubei.png	sound/skillRelasebefor/liubei/liubei.mp3	0.12	
75	關羽	108	85	91	1	100	140	300	zhaoyun_plist	50	ziyun_plist		5	1	30001	關羽溫酒斬華雄，白馬坡前刀挑顏良，文醜，後圍襄樊，水淹七軍，威震華夏，蜀漢五虎上將之首。	6	ArmyFormation/zhuixingzhen.tmx	40008	5000	heroHead/50002.png	heroCard/40002.png											Dialogue/guanyu.png	sound/skillRelasebefor/guanyu/guanyu.mp3	0.12	
76	張飛	110	78	88	1	100	140	300	dongzuo_plist	50	ziyun_plist		5	1	30001	勇猛、魯莽、嫉惡如仇，當陽橋嚇退曹操十萬大軍。張飛乃三國萬人敵，為世虎臣，為蜀漢的建立立下赫赫戰功。	2	ArmyFormation/gouxingzhen.tmx	40009	5000	heroHead/50003.png	heroCard/40003.png											Dialogue/zhangfei.png	sound/skillRelasebefor/zhangfei/zhangfei.mp3	0.12	
77	馬超	107	81	87	1	100	140	300	ganling_plist	50	ziyun_plist		5	1	30001	錦馬超，關中第一猛將，潼關之戰大破曹軍。甚得羌、胡心，西州畏之，後歸順劉備，蜀漢五虎上將之一。	2	ArmyFormation/gouxingzhen.tmx	40010	5000	heroHead/50004.png	heroCard/40004.png												sound/skillRelasebefor/machao/machao.mp3	0.12	
