ID	技能名字	技能描述	CD时间	技能片特效	技能片缩放比例	技能范围	技能基准点	阵营选择	半径	角度	高度	宽度	身后距离	值条件(条件)	百分比条件(条件)	几率(条件)	值(条件)	百分比(条件)	延迟时间	间隔时间	总时间	效果选择	作用属性	效果状态	百分比	基础伤害	基础秒数	技能伤害类型	延时类型	效果描述	技能声效	参数1	参数2	参数3	参数4	空行
100057	千軍萬馬	提升我方所有士兵40%攻擊，持續時間與武力有關	12	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.4		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
101057	鬼•千軍萬馬	提升我方所有士兵45%攻擊，持續時間與武力有關	12	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.45		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
102057	聖•千軍萬馬	提升我方所有士兵50%攻擊，持續時間與武力有關	12	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.5		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
103057	皇•千軍萬馬	提升我方所有士兵55%攻擊，持續時間與武力有關	12	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.55		0	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
300058	回光返照	我方武將攻擊加30%，持續時間與智力有關	12	huangguang_plist		40	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.3	0	7	0	3	1	sound/skilleffect/jianyi/jianyi.wav					
301058	鬼•回光返照	我方武將攻擊加35%，持續時間與智力有關	12	huangguang_plist		40	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.35	0	9	0	3	1	sound/skilleffect/jianyi/jianyi.wav					
302058	聖•回光返照	我方武將攻擊加40%，持續時間與智力有關	12	huangguang_plist		40	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.4	0	11	0	3	1	sound/skilleffect/jianyi/jianyi.wav					
303058	皇•回光返照	我方武將攻擊加45%，持續時間與智力有關	12	huangguang_plist		40	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.45	0	13	0	3	1	sound/skilleffect/jianyi/jianyi.wav					
200059	五雷轟頂	自身前方扇形範圍內敵軍，受到100%雷擊傷害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1	0	0	2			sound/skilleffect/lei/lei1.wav					
201059	鬼•五雷轟頂	自身前方扇形範圍內敵軍，受到110%雷擊傷害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.1	0	0	2			sound/skilleffect/lei/lei1.wav					
202059	聖•五雷轟頂	自身前方扇形範圍內敵軍，受到120%雷擊傷害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.2	0	0	2			sound/skilleffect/lei/lei1.wav					
203059	皇•五雷轟頂	自身前方扇形範圍內敵軍，受到130%雷擊傷害	12	Ani_dian		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.3	0	0	2			sound/skilleffect/lei/lei1.wav					
100060	修羅附體	降低40%攻擊力，但減少60%所受傷害，持續時間與武力有關	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.6		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
101060	鬼•修羅附體	降低30%攻擊力，但減少60%所受傷害，持續時間與武力有關	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.6		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
102060	聖•修羅附體	降低10%攻擊力，但減少60%所受傷害，持續時間與武力有關	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.6		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
103060	皇•修羅附體	降低10%攻擊力，但減少60%所受傷害，持續時間與武力有關	12	Ani_purpleLight		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	6	0.6		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
110060	修羅附體	降低40%攻擊力，但減少60%所受傷害，持續時間與武力有關	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.4		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
111060	鬼•修羅附體	降低30%攻擊力，但減少60%所受傷害，持續時間與武力有關	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.3		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
112060	聖•修羅附體	降低10%攻擊力，但減少60%所受傷害，持續時間與武力有關	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.2		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
113060	皇•修羅附體	降低10%攻擊力，但減少60%所受傷害，持續時間與武力有關	12			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.1		0	0	2	2,8	sound/skilleffect/dun/dunpai1.wav					
100061	強力一擊	攻擊武力最高的敵方武將，造成180%基礎傷害	12	guangjian_plist		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.8		6	1			sound/skilleffect/dao/dao1.wav					
101061	鬼•強力一擊	攻擊武力最高的敵方武將，造成200%基礎傷害	12	guangjian_plist		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2		8	1			sound/skilleffect/dao/dao1.wav					
102061	聖•強力一擊	攻擊武力最高的敵方武將，造成220%基礎傷害	12	guangjian_plist		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.2		8	1			sound/skilleffect/dao/dao1.wav					
103061	皇•強力一擊	攻擊武力最高的敵方武將，造成240%基礎傷害	12	guangjian_plist		19	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	2.4		10	1			sound/skilleffect/dao/dao1.wav					
100062	朱雀燃翅	自身增加30%攻擊力，持續時間與武力有關	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.3		6	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
101062	鬼•朱雀燃翅	自身增加40%攻擊力，持續時間與武力有關	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.4		8	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
102062	聖•朱雀燃翅	自身增加50%攻擊力，持續時間與武力有關	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.5		10	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
103062	皇•朱雀燃翅	自身增加60%攻擊力，持續時間與武力有關	12	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.6		12	0	2	1	sound/skilleffect/zhenyi/zengyi.wav					
100063	諸神滅世	攻擊血量最高的敵將，造成自己當前血量40%傷害	12	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.4		0	7			sound/skilleffect/dao/dao1.wav					
101063	鬼•諸神滅世	攻擊血量最高的敵將，造成自己當前血量45%傷害	12	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.45		0	7			sound/skilleffect/dao/dao1.wav					
102063	聖•諸神滅世	攻擊血量最高的敵將，造成自己當前血量50%傷害	12	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.5		0	7			sound/skilleffect/dao/dao1.wav					
103063	皇•諸神滅世	攻擊血量最高的敵將，造成自己當前血量55%傷害	12	Ani_phoenix		13	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.55		0	7			sound/skilleffect/dao/dao1.wav					
100064	武神霸斬	攻擊扇形範圍內敵軍造成攻擊80%攻擊傷害	12	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	0.8		0	3			sound/skilleffect/dao/dao1.wav					
101064	鬼•武神霸斬	攻擊扇形範圍內敵軍造成攻擊90%攻擊傷害	12	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	0.9		0	3			sound/skilleffect/dao/dao1.wav					
102064	聖•武神霸斬	攻擊扇形範圍內敵軍造成攻擊100%攻擊傷害	12	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1		0	3			sound/skilleffect/dao/dao1.wav					
103064	皇•武神霸斬	攻擊扇形範圍內敵軍造成攻擊110%傷害	12	Ani_daoguang		2	1	2	500	100	0	0	50	0	0	1	0	0	1	0	0	6	0	0	1.1		0	3			sound/skilleffect/dao/dao1.wav					
100065	怒火中燒	攻擊敵軍所有武將造成90%基礎傷害	12	Ani_daoguang		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.9		0	1			sound/skilleffect/dao/dao1.wav					
101065	鬼•怒火中燒	攻擊敵軍所有武將造成100%基礎傷害	12	Ani_daoguang		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1		0	1			sound/skilleffect/dao/dao1.wav					
